backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_readable,ligand_valid,fixed_structure_match_success,topology_mappable_to_original_atom_order,anchor_integrity,keep_region_rmsd,keep_region_stable,old_clash_score_before,old_clash_score_after,old_clash_resolved,no_new_severe_clash,new_severe_clash_count,scaffold_rmsd,scaffold_stable,non_edit_rmsd,non_edit_stable,coordinate_valid,geometry_valid,edit_compliance,pocket_retention,repair_pass,reliable_repair_success,reliable_repair_criteria_json,failure_stage,failure_reason,verifier_failure_reasons,old_pair_remaining_count,old_severe_pair_remaining_count,new_severe_pair_created_count,receptor_scope_old,receptor_scope_new,old_report_scope_input,candidate_atom_count
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_001.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_002.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_003.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_004.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_005.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_006.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0019295563654395664,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_007.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0029715867459003675,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_008.sdf,True,True,True,True,True,0.0,True,0.5131344396581454,0.0074449152294278065,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,35.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_001704,complex_crossdocked_000035,rule_fixed_topology:case_001704,rule_fixed_topology:case_001704:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001704/rule_candidate_001.sdf,True,True,True,True,True,0.0,True,0.4547428090159542,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,34.0
rule_fixed_topology,fixed_topology_local_conformer_repair,case_001704,complex_crossdocked_000035,rule_fixed_topology:case_001704,rule_fixed_topology:case_001704:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001704/rule_candidate_002.sdf,True,True,True,True,True,0.0,True,0.4547428090159542,0.0,True,True,0,0.0,True,0.0,True,True,True,True,True,True,True,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": true, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": true, ""old_clash_resolved"": true, ""pocket_retention"": true, ""scaffold_stable"": true}",,,,0,0,0,phase0_pocket8,pocket10_all_atoms,pocket10_all_atoms,34.0
