case_id,base_sample_id,base_complex_id,base_split,derived_split,split_group,target_id,source_dataset,injection_mode,attempt_id,seed,rotation_angle_deg,rotation_axis_atom_pair,transform_matrix,target_rgroup,target_atom_indices,anchor_scaffold_atom_idx,anchor_rgroup_atom_idx,anchor_bond_idx,oracle_split,difficulty_bin,difficulty_reason,acceptance_status,reject_reason,unsupported_reason,invalid_reason,duplicate_of,ligand_valid,rdkit_sanitize_ok,rotatable_bond_valid,anchor_integrity_pass,bond_length_valid,chirality_preserved,ligand_internal_severe_clash_count,forcefield_type,energy_original,energy_failed,energy_delta,energy_delta_pass,energy_check_status,scaffold_rmsd,non_target_rgroup_rmsd,target_rgroup_rmsd,delta_angstrom,severe_depth_threshold_angstrom,target_num_clash_pairs,target_num_severe_pairs,target_total_score,target_max_depth,target_score_ratio_valid,target_score_ratio_all,non_target_num_severe_pairs,scaffold_num_severe_pairs,num_total_severe_pairs,total_clash_score,max_clash_depth,predicted_dominant_region_all,predicted_dominant_valid_rgroup,dominant_ratio_all_regions,dominant_ratio_valid_rgroups,failure_type,recommended_action,top_valid_rgroups_json,top_clash_residue,delta03_status,delta04_status,delta05_status,sample_path,original_ligand_sdf,failed_ligand_sdf
case_000019,complex_crossdocked_000001,complex_crossdocked_000001,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000001:R8:easy_rotation:60.0,20260510,60.0,"[16, 21]","[[0.78346324, -0.09157118, -0.61465442, 0.0], [0.51192236, 0.65583599, 0.55481046, 0.0], [0.35230783, -0.74932897, 0.56070071, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,606.4413997306852,642.4138408081835,35.972441077498274,True,record_only,0.0,0.0,0.9421681761741638,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000019.pkl,ligands/case_000019_original.sdf,ligands/case_000019_failed.sdf
case_000029,complex_crossdocked_000001,complex_crossdocked_000001,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000001:R8:directed_clash:60.0,20260510,60.0,"[16, 21]","[[0.78346324, -0.09157118, -0.61465442, 0.0], [0.51192236, 0.65583599, 0.55481046, 0.0], [0.35230783, -0.74932897, 0.56070071, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,606.4413997306852,642.4138408081835,35.972441077498274,True,record_only,0.0,0.0,0.9421681761741638,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000029.pkl,ligands/case_000029_original.sdf,ligands/case_000029_failed.sdf
case_000057,complex_crossdocked_000002,complex_crossdocked_000002,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000002:R8:easy_rotation:180.0,20260510,180.0,"[16, 21]","[[-0.9998529, 0.0083294, 0.01499519, 0.0], [0.0083294, -0.52844524, 0.84892654, 0.0], [0.01499519, 0.84892654, 0.52829808, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,602.5170627000748,645.839708922953,43.322646222878234,True,record_only,0.0,0.0,1.8849093914031982,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000057.pkl,ligands/case_000057_original.sdf,ligands/case_000057_failed.sdf
case_000070,complex_crossdocked_000002,complex_crossdocked_000002,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000002:R8:directed_clash:180.0,20260510,180.0,"[16, 21]","[[-0.9998529, 0.0083294, 0.01499519, 0.0], [0.0083294, -0.52844524, 0.84892654, 0.0], [0.01499519, 0.84892654, 0.52829808, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,602.5170627000748,645.839708922953,43.322646222878234,True,record_only,0.0,0.0,1.8849093914031982,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000070.pkl,ligands/case_000070_original.sdf,ligands/case_000070_failed.sdf
case_000093,complex_crossdocked_000003,complex_crossdocked_000003,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000003:R8:easy_rotation:180.0,20260510,180.0,"[16, 21]","[[-0.9985345, 0.02670002, 0.04707342, 0.0], [0.02670002, -0.51354194, 0.85764897, 0.0], [0.04707342, 0.85764897, 0.5120765, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,604.2674288242501,634.4630786819281,30.19564985767795,True,record_only,0.0,0.0,1.8833410739898682,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000093.pkl,ligands/case_000093_original.sdf,ligands/case_000093_failed.sdf
case_000106,complex_crossdocked_000003,complex_crossdocked_000003,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000003:R8:directed_clash:180.0,20260510,180.0,"[16, 21]","[[-0.9985345, 0.02670002, 0.04707342, 0.0], [0.02670002, -0.51354194, 0.85764897, 0.0], [0.04707342, 0.85764897, 0.5120765, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,604.2674288242501,634.4630786819281,30.19564985767795,True,record_only,0.0,0.0,1.8833410739898682,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000106.pkl,ligands/case_000106_original.sdf,ligands/case_000106_failed.sdf
case_000131,complex_crossdocked_000004,complex_crossdocked_000004,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000004:R8:easy_rotation:300.0,20260510,300.0,"[16, 21]","[[0.95580786, 0.06756984, 0.28612176, 0.0], [0.20585576, 0.54100496, -0.81543672, 0.0], [-0.20989221, 0.83830065, 0.50318718, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,609.3475443457789,641.6914788339261,32.34393448814717,True,record_only,0.0,0.0,0.9415108561515808,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000131.pkl,ligands/case_000131_original.sdf,ligands/case_000131_failed.sdf
case_000140,complex_crossdocked_000004,complex_crossdocked_000004,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000004:R8:directed_clash:300.0,20260510,300.0,"[16, 21]","[[0.95580786, 0.06756984, 0.28612176, 0.0], [0.20585576, 0.54100496, -0.81543672, 0.0], [-0.20989221, 0.83830065, 0.50318718, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,609.3475443457789,641.6914788339261,32.34393448814717,True,record_only,0.0,0.0,0.9415108561515808,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000140.pkl,ligands/case_000140_original.sdf,ligands/case_000140_failed.sdf
case_000178,complex_crossdocked_000005,complex_crossdocked_000005,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000005:R8:directed_clash:150.0,20260510,150.0,"[16, 21]","[[-0.81523091, 0.55201381, -0.17515506, 0.0], [-0.40491009, -0.75952023, -0.50909412, 0.0], [-0.4140608, -0.34410724, 0.84270036, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,606.0443071452047,66979.96881988551,66373.92451274031,True,record_only,0.0,0.0,1.8182621002197266,0.4,0.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,,0.0,0.0,no_clash,no_repair_needed,[],,no_target_severe,no_target_severe,no_target_severe,samples/case_000178.pkl,ligands/case_000178_original.sdf,ligands/case_000178_failed.sdf
case_000211,complex_crossdocked_000006,complex_crossdocked_000006,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000006:R8:directed_clash:210.0,20260510,210.0,"[16, 21]","[[-0.85672736, -0.50493652, -0.10515418, 0.0], [0.49120653, -0.86095679, 0.13217232, 0.0], [-0.15727183, 0.06158322, 0.98563331, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,invalid_conformer,invalid,ligand_self_invalid,invalid,,,ligand_internal_severe_clash,,False,True,True,True,True,True,1,MMFF,605.870558138844,625.262211396843,19.391653257998996,True,record_only,0.0,0.0,1.8186222314834595,0.4,0.4,1,0,0.04602137808939233,0.21452593803405762,1.0,1.0,0,0,0,0.04602137808939233,0.21452593803405762,,R8,0.0,1.0,no_clash,no_repair_needed,"[{""region"": ""R8"", ""score"": 0.03254202852655931}]",A:446::GLY,no_target_severe,no_target_severe,no_target_severe,samples/case_000211.pkl,ligands/case_000211_original.sdf,ligands/case_000211_failed.sdf
