case_id,base_sample_id,base_complex_id,base_split,derived_split,split_group,target_id,source_dataset,injection_mode,attempt_id,seed,rotation_angle_deg,rotation_axis_atom_pair,transform_matrix,target_rgroup,target_atom_indices,anchor_scaffold_atom_idx,anchor_rgroup_atom_idx,anchor_bond_idx,oracle_split,difficulty_bin,difficulty_reason,acceptance_status,reject_reason,unsupported_reason,invalid_reason,duplicate_of,ligand_valid,rdkit_sanitize_ok,rotatable_bond_valid,anchor_integrity_pass,bond_length_valid,chirality_preserved,ligand_internal_severe_clash_count,forcefield_type,energy_original,energy_failed,energy_delta,energy_delta_pass,energy_check_status,scaffold_rmsd,non_target_rgroup_rmsd,target_rgroup_rmsd,delta_angstrom,severe_depth_threshold_angstrom,target_num_clash_pairs,target_num_severe_pairs,target_total_score,target_max_depth,target_score_ratio_valid,target_score_ratio_all,non_target_num_severe_pairs,scaffold_num_severe_pairs,num_total_severe_pairs,total_clash_score,max_clash_depth,predicted_dominant_region_all,predicted_dominant_valid_rgroup,dominant_ratio_all_regions,dominant_ratio_valid_rgroups,failure_type,recommended_action,top_valid_rgroups_json,top_clash_residue,delta03_status,delta04_status,delta05_status,sample_path,original_ligand_sdf,failed_ligand_sdf
case_000041,complex_crossdocked_000002,complex_crossdocked_000002,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000002:R4:easy_rotation:300.0,20260510,300.0,"[5, 10]","[[0.5006687, -0.79640836, 0.33921164, 0.0], [0.78138071, 0.58442825, 0.21883288, 0.0], [-0.37252522, 0.15549065, 0.91490304, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.5170627000748,602.0470931072898,-0.4699695927849916,True,record_only,0.0,0.0,0.9459435939788818,0.4,0.4,1,1,0.28729550314352537,0.5359995365142822,1.0,1.0,0,0,1,0.28729550314352537,0.5359995365142822,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.20314859847718786}]",A:446::GLY,target_severe,target_severe,target_severe,samples/case_000041.pkl,ligands/case_000041_original.sdf,ligands/case_000041_failed.sdf
case_000048,complex_crossdocked_000002,complex_crossdocked_000002,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000002:R4:directed_clash:330.0,20260510,330.0,"[5, 10]","[[0.86620456, -0.4574818, 0.20099756, 0.0], [0.45345515, 0.88864785, 0.06843517, 0.0], [-0.20992389, 0.03186452, 0.97719836, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.5170627000748,600.9914089911067,-1.5256537089680933,True,record_only,0.0,0.0,0.4896564781665802,0.4,0.4,1,1,0.17590853980800603,0.4194145202636719,1.0,1.0,0,0,1,0.17590853980800603,0.4194145202636719,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.12438612136686479}]",A:446::GLY,target_severe,target_severe,no_target_severe,samples/case_000048.pkl,ligands/case_000048_original.sdf,ligands/case_000048_failed.sdf
case_000059,complex_crossdocked_000002,complex_crossdocked_000002,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000002:R8:easy_rotation:300.0,20260510,300.0,"[16, 21]","[[0.50003678, -0.75495911, 0.42426401, 0.0], [0.7591238, 0.61788869, 0.20480378, 0.0], [-0.41676641, 0.21965949, 0.88207453, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,602.5170627000748,608.3638359462796,5.846773246204748,True,record_only,0.0,0.0,0.9424552321434021,0.4,0.4,1,1,0.2604687923235929,0.5103614330291748,1.0,1.0,0,0,1,0.2604687923235929,0.5103614330291748,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.18417924933948307}]",A:445::SER,target_severe,target_severe,target_severe,samples/case_000059.pkl,ligands/case_000059_original.sdf,ligands/case_000059_failed.sdf
case_000095,complex_crossdocked_000003,complex_crossdocked_000003,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000003:R8:easy_rotation:300.0,20260510,300.0,"[16, 21]","[[0.50036639, -0.74633807, 0.43887696, 0.0], [0.75968808, 0.62161452, 0.19096971, 0.0], [-0.41534024, 0.23785478, 0.87801909, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,604.2674288242501,610.1086636335302,5.841234809280081,True,record_only,0.0,0.0,0.9416689872741699,0.4,0.4,1,1,0.43406331348946026,0.6588348150253296,1.0,1.0,0,0,1,0.43406331348946026,0.6588348150253296,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.30692911243269955}]",A:445::SER,target_severe,target_severe,target_severe,samples/case_000095.pkl,ligands/case_000095_original.sdf,ligands/case_000095_failed.sdf
case_000102,complex_crossdocked_000003,complex_crossdocked_000003,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000003:R8:directed_clash:270.0,20260510,270.0,"[16, 21]","[[0.00073274, -0.85615456, 0.51671928, 0.0], [0.88285458, 0.24322902, 0.40175539, 0.0], [-0.46964583, 0.45589361, 0.75603825, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,604.2674288242501,610.316121664601,6.0486928403508955,True,record_only,0.0,0.0,1.3317214250564575,0.4,0.4,1,1,0.1799814935339441,0.4242422580718994,1.0,1.0,0,0,1,0.1799814935339441,0.4242422580718994,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.12726613456593464}]",A:445::SER,target_severe,target_severe,no_target_severe,samples/case_000102.pkl,ligands/case_000102_original.sdf,ligands/case_000102_failed.sdf
case_000109,complex_crossdocked_000004,complex_crossdocked_000004,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000004:R4:easy_rotation:60.0,20260510,60.0,"[5, 10]","[[0.96092021, 0.1538993, -0.2301029, 0.0], [0.11359166, 0.538809, 0.83473456, 0.0], [0.25244656, -0.82825106, 0.50027078, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,609.3475443457789,606.3816959332635,-2.96584841251547,True,record_only,0.0,0.0,0.9452579617500305,0.4,0.4,2,1,0.4189277506577582,0.6329827308654785,1.0,1.0,0,0,1,0.4189277506577582,0.6329827308654785,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.29622665331732795}]",A:627::ASN,target_severe,target_severe,target_severe,samples/case_000109.pkl,ligands/case_000109_original.sdf,ligands/case_000109_failed.sdf
case_000120,complex_crossdocked_000004,complex_crossdocked_000004,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000004:R4:directed_clash:90.0,20260510,90.0,"[5, 10]","[[0.92184043, 0.29076257, -0.2562564, 0.0], [0.24421932, 0.077618, 0.9666087, 0.0], [0.30094373, -0.95364171, 0.00054157, 0.0], [0.0, 0.0, 0.0, 1.0]]",R4,"[10, 11]",5,10,9,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,609.3475443457789,605.38842940126,-3.9591149445188876,True,record_only,0.0,0.0,1.336796760559082,0.4,0.4,1,1,0.20926173170323636,0.45745134353637695,1.0,1.0,0,0,1,0.20926173170323636,0.45745134353637695,R4,R4,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R4"", ""score"": 0.14797038953019837}]",A:627::ASN,target_severe,target_severe,no_target_severe,samples/case_000120.pkl,ligands/case_000120_original.sdf,ligands/case_000120_failed.sdf
case_000163,complex_crossdocked_000005,complex_crossdocked_000005,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000005:R8:easy_rotation:60.0,20260510,60.0,"[16, 21]","[[0.51361036, 0.84842855, 0.12795849, 0.0], [-0.80901223, 0.52853799, -0.25719017, 0.0], [-0.2858384, 0.02857554, 0.95785171, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,606.0443071452047,601.2115745753449,-4.832732569859786,True,record_only,0.0,0.0,0.9412034153938293,0.4,0.4,1,1,0.23040482485436087,0.48000502586364746,1.0,1.0,0,0,1,0.23040482485436087,0.48000502586364746,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.16292081407261735}]",A:446::GLY,target_severe,target_severe,no_target_severe,samples/case_000163.pkl,ligands/case_000163_original.sdf,ligands/case_000163_failed.sdf
case_000202,complex_crossdocked_000006,complex_crossdocked_000006,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,easy_rotation,complex_crossdocked_000006:R8:easy_rotation:240.0,20260510,240.0,"[16, 21]","[[-0.49252576, -0.86820358, -0.06034004, 0.0], [0.85716677, -0.49592564, 0.13900691, 0.0], [-0.15061046, 0.01674301, 0.98845142, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,605.870558138844,611.6092821048934,5.738723966049406,True,record_only,0.0,0.0,1.6305345296859741,0.4,0.4,1,1,0.39577591547237034,0.6291072368621826,1.0,1.0,0,0,1,0.39577591547237034,0.6291072368621826,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.2798558336608269}]",A:446::GLY,target_severe,target_severe,target_severe,samples/case_000202.pkl,ligands/case_000202_original.sdf,ligands/case_000202_failed.sdf
case_000210,complex_crossdocked_000006,complex_crossdocked_000006,test,test,CDGT2_BACCI_28_713_0,CDGT2_BACCI_28_713_0,crossdocked_subset,directed_clash,complex_crossdocked_000006:R8:directed_clash:270.0,20260510,270.0,"[16, 21]","[[0.00498282, -0.99982196, -0.01819918, 0.0], [0.99246407, 0.00271625, 0.12250574, 0.0], [-0.12243449, -0.01867246, 0.99230093, 0.0], [0.0, 0.0, 0.0, 1.0]]",R8,"[21, 22]",16,21,21,supported_single_rgroup,easy,high_target_ratio_and_moderate_depth,accepted,,,,,True,True,True,True,True,True,0,MMFF,605.870558138844,609.6981856907714,3.827627551927435,True,record_only,0.0,0.0,1.3313250541687012,0.4,0.4,2,1,0.3985213841389168,0.5923292636871338,1.0,1.0,0,0,1,0.3985213841389168,0.5923292636871338,R8,R8,1.0,1.0,single_rgroup_clash,local_rgroup_repair,"[{""region"": ""R8"", ""score"": 0.2817971731724771}]",A:446::GLY,target_severe,target_severe,target_severe,samples/case_000210.pkl,ligands/case_000210_original.sdf,ligands/case_000210_failed.sdf
