backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_readable,ligand_valid,fixed_structure_match_success,topology_mappable_to_original_atom_order,anchor_integrity,keep_region_rmsd,keep_region_stable,old_clash_score_before,old_clash_score_after,old_clash_resolved,no_new_severe_clash,new_severe_clash_count,scaffold_rmsd,scaffold_stable,non_edit_rmsd,non_edit_stable,coordinate_valid,geometry_valid,edit_compliance,pocket_retention,repair_pass,reliable_repair_success,reliable_repair_criteria_json,failure_stage,failure_reason,verifier_failure_reasons,old_pair_remaining_count,old_severe_pair_remaining_count,new_severe_pair_created_count,receptor_scope_old,receptor_scope_new,old_report_scope_input,candidate_atom_count,phase4_0_1_mode,candidate_budget_k,center,cuda_visible_devices,fragment_diagnostics_status,fragment_diagnostics_reason,fixed_structure_mapping_success_for_diagnostics,fixed_structure_mapping_reason,fixed_structure_mapping_rmsd,target_mask_heavy_atom_count,generated_fragment_heavy_atom_count,generated_fragment_size_diff,generated_atom_indices_json,target_mask_elements,generated_fragment_elements,generated_element_mismatch_count,generated_size_status,candidate_total_fragment_count,candidate_single_fragment,candidate_extra_fragment_count,anchor_candidate_idx,anchor_match_success,generated_fragment_connected_to_anchor,generated_fragment_attachment_count,anchor_bond_like_distance,anchor_reconnect_status,anchor_reconnect_reason,local_reconnect_pass,local_reconnect_failure_reason,num_generated_components,num_anchor_neighbors,num_extra_attachments,floating_fragment_detected,anchor_aware_filter_pass,anchor_aware_filter_reason,source_group,reconnect_category,reconnect_category_reason,strict_single_anchor_shadow_reliable,local_reconnect_original_preserved
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_001.sdf,True,True,True,False,True,0.0559121627150906,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=19:Z=6,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0559121627150906,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""O"", ""O"", ""O"", ""C"", ""C"", ""N"", ""C""]",2,matched,2,False,1,20,True,True,7,1.8218486309051516,fail,extra_attachments=6,False,extra_attachments=6,2,1,6,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_002.sdf,True,False,True,False,True,0.0560092088095419,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0560092088095419,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""O"", ""C"", ""C"", ""C""]",4,matched,5,False,4,21,True,True,8,1.2617483139038086,fail,floating_fragment,False,floating_fragment,3,1,7,True,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,ligand_valid=false,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_003.sdf,True,True,True,False,True,0.0520552974718725,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0520552974718725,7,7,0,"[1, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""O"", ""F"", ""C"", ""C""]",4,matched,4,False,3,21,True,True,7,1.3879085779190063,fail,extra_attachments=6,False,extra_attachments=6,4,1,6,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=4,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_004.sdf,True,True,True,False,True,0.0561931115324886,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=17:Z=8,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0561931115324886,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""N"", ""O"", ""C"", ""F"", ""C"", ""C"", ""C""]",2,matched,2,False,1,21,True,True,6,0.8082535862922668,fail,extra_attachments=5,False,extra_attachments=5,2,1,5,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_005.sdf,True,True,True,False,True,0.0567132615701447,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0567132615701447,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""F"", ""C"", ""C"", ""C"", ""C"", ""C""]",6,matched,4,False,3,21,True,True,7,1.585087776184082,fail,floating_fragment,False,floating_fragment,3,1,6,True,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=4,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_006.sdf,True,True,True,False,False,0.0594576838218935,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=17:Z=8,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0594576838218935,7,7,0,"[9, 10, 11, 12, 13, 14, 15]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""O"", ""C"", ""C"", ""C"", ""N""]",2,matched,3,False,2,21,True,False,7,1.7014981508255005,fail,not_connected_to_anchor,False,not_connected_to_anchor,3,0,6,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=3,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_007.sdf,True,True,True,False,False,0.0534092546107093,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=15:Z=8,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.0534092546107093,7,7,0,"[0, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""N"", ""C"", ""F"", ""C""]",4,matched,2,False,1,22,True,False,12,2.562229871749878,fail,not_connected_to_anchor,False,not_connected_to_anchor,2,0,11,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_008.sdf,True,True,True,False,False,0.053746700326054,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35.0,formal,8,pocket,0,ok,,True,,0.053746700326054,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""F"", ""O"", ""S"", ""C"", ""S"", ""F"", ""F""]",10,matched,1,True,0,20,True,False,8,2.654102563858032,fail,not_connected_to_anchor,False,not_connected_to_anchor,1,0,7,False,False,generated_fragment_not_connected_to_anchor,diffsbdd_candidates,invalid_reconnect,not_connected_to_anchor,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001704,complex_crossdocked_000035,diffsbdd_conditional_inpainting:pocket:case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_001704/diffsbdd_pocket_candidate_001.sdf,True,True,True,False,False,0.050592611427777,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=16:Z=8,,-1,-1,-1,,,pocket10_all_atoms,34.0,formal,8,pocket,1,ok,,True,,0.050592611427777,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""O"", ""C"", ""F"", ""N"", ""C"", ""C""]",2,matched,1,True,0,20,True,False,4,2.756305694580078,fail,not_connected_to_anchor,False,not_connected_to_anchor,1,0,3,False,False,generated_fragment_not_connected_to_anchor,diffsbdd_candidates,invalid_reconnect,not_connected_to_anchor,False,False
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001704,complex_crossdocked_000035,diffsbdd_conditional_inpainting:pocket:case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/k8/diffsbdd_inpainting/case_001704/diffsbdd_pocket_candidate_002.sdf,True,True,True,False,False,0.0528074948956944,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=12:Z=7,,-1,-1,-1,,,pocket10_all_atoms,34.0,formal,8,pocket,1,ok,,True,,0.0528074948956944,7,7,0,"[9, 10, 11, 12, 13, 14, 15]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""O"", ""C"", ""O"", ""F"", ""F"", ""C"", ""O""]",6,matched,2,False,1,20,True,False,5,2.295832872390747,fail,not_connected_to_anchor,False,not_connected_to_anchor,1,0,4,False,False,candidate_not_single_fragment,diffsbdd_candidates,invalid_reconnect,candidate_fragment_count=2,False,False
