backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_readable,ligand_valid,fixed_structure_match_success,topology_mappable_to_original_atom_order,anchor_integrity,keep_region_rmsd,keep_region_stable,old_clash_score_before,old_clash_score_after,old_clash_resolved,no_new_severe_clash,new_severe_clash_count,scaffold_rmsd,scaffold_stable,non_edit_rmsd,non_edit_stable,coordinate_valid,geometry_valid,edit_compliance,pocket_retention,repair_pass,reliable_repair_success,reliable_repair_criteria_json,failure_stage,failure_reason,verifier_failure_reasons,old_pair_remaining_count,old_severe_pair_remaining_count,new_severe_pair_created_count,receptor_scope_old,receptor_scope_new,old_report_scope_input,candidate_atom_count,phase4_0_1_mode,candidate_budget_k,center,cuda_visible_devices,fragment_diagnostics_status,fragment_diagnostics_reason,fixed_structure_mapping_success_for_diagnostics,fixed_structure_mapping_reason,fixed_structure_mapping_rmsd,target_mask_heavy_atom_count,generated_fragment_heavy_atom_count,generated_fragment_size_diff,generated_atom_indices_json,target_mask_elements,generated_fragment_elements,generated_element_mismatch_count,generated_size_status,candidate_total_fragment_count,candidate_single_fragment,candidate_extra_fragment_count,anchor_candidate_idx,anchor_match_success,generated_fragment_connected_to_anchor,generated_fragment_attachment_count,anchor_bond_like_distance,anchor_reconnect_status,anchor_reconnect_reason,local_reconnect_pass,local_reconnect_failure_reason,num_generated_components,num_anchor_neighbors,num_extra_attachments,floating_fragment_detected,anchor_aware_filter_pass,anchor_aware_filter_reason
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_001.sdf,True,False,True,False,False,0.05847561283092483,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.05847561283092483,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""F"", ""F"", ""O"", ""C"", ""O"", ""C"", ""C""]",4,matched,5,False,4,20,True,False,8,2.599597930908203,fail,floating_fragment,False,floating_fragment,4,0,7,True,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_002.sdf,True,True,True,False,True,0.05822739910720682,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.05822739910720682,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""S"", ""C"", ""O"", ""C""]",4,matched,5,False,4,21,True,True,8,1.0302748680114746,fail,extra_attachments=7,False,extra_attachments=7,4,1,7,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_003.sdf,True,False,True,False,True,0.050272039813825824,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.050272039813825824,7,7,0,"[1, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""F"", ""C"", ""C"", ""F"", ""O""]",4,matched,6,False,5,21,True,True,11,1.668724536895752,fail,extra_attachments=10,False,extra_attachments=10,3,1,10,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_004.sdf,True,False,True,False,False,0.0539551491247757,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=18:Z=6,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.0539551491247757,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""F"", ""F"", ""N"", ""O"", ""C"", ""C"", ""O""]",4,matched,2,False,1,21,True,False,6,2.1435654163360596,fail,floating_fragment,False,floating_fragment,2,0,5,True,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_005.sdf,True,False,True,False,False,0.04704772509445805,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.04704772509445805,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""C"", ""C"", ""O"", ""C"", ""F""]",4,matched,3,False,2,21,True,False,9,2.4735894203186035,fail,not_connected_to_anchor,False,not_connected_to_anchor,2,0,8,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_006.sdf,True,False,True,False,True,0.05088333613923828,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": false, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=15:Z=8,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.05088333613923828,7,7,0,"[9, 10, 11, 12, 13, 14, 15]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""N"", ""C"", ""N"", ""S"", ""C"", ""C""]",4,matched,2,False,1,21,True,True,8,0.9579755067825317,fail,extra_attachments=7,False,extra_attachments=7,2,1,7,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_007.sdf,True,True,True,False,False,0.05617467113126922,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.05617467113126922,7,7,0,"[0, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""O"", ""C"", ""C"", ""C"", ""C""]",4,matched,2,False,1,22,True,False,7,2.1074864864349365,fail,not_connected_to_anchor,False,not_connected_to_anchor,1,0,6,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_002080,complex_crossdocked_000042,diffsbdd_conditional_inpainting:pocket:case_002080,diffsbdd_conditional_inpainting:pocket:case_002080:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_002080/diffsbdd_pocket_candidate_008.sdf,True,True,True,False,False,0.051639685622461344,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": false, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=13:Z=7,,-1,-1,-1,,,pocket10_all_atoms,35,preflight,8,pocket,1,ok,,True,,0.051639685622461344,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""F"", ""S"", ""C"", ""O"", ""C"", ""O"", ""F""]",6,matched,4,False,3,20,True,False,4,2.4457972049713135,fail,floating_fragment,False,floating_fragment,4,0,3,True,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001704,complex_crossdocked_000035,diffsbdd_conditional_inpainting:pocket:case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_001704/diffsbdd_pocket_candidate_001.sdf,True,True,True,False,True,0.0517980774450367,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=12:Z=7,,-1,-1,-1,,,pocket10_all_atoms,34,preflight,8,pocket,0,ok,,True,,0.0517980774450367,7,7,0,"[10, 11, 12, 13, 14, 15, 16]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""C"", ""C"", ""O"", ""F"", ""C"", ""C"", ""C""]",4,matched,4,False,3,20,True,True,7,1.27301824092865,fail,extra_attachments=6,False,extra_attachments=6,3,1,6,False,False,candidate_not_single_fragment
diffsbdd_conditional_inpainting,crossdocked_fullatom_conditional_local_completion,case_001704,complex_crossdocked_000035,diffsbdd_conditional_inpainting:pocket:case_001704,diffsbdd_conditional_inpainting:pocket:case_001704:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1_diffsbdd_conditional_repair/preflight/diffsbdd_inpainting/case_001704/diffsbdd_pocket_candidate_002.sdf,True,True,True,False,True,0.058074497316383984,True,,,False,False,-1,,False,,False,False,False,False,False,False,False,"{""anchor_integrity"": true, ""candidate_readable"": true, ""edit_compliance"": false, ""fixed_structure_match_success"": true, ""keep_region_stable"": true, ""ligand_valid"": true, ""no_new_severe_clash"": false, ""old_clash_resolved"": false, ""pocket_retention"": false, ""scaffold_stable"": false}",adapter,generated_atom_element_mismatch:old_atom=12:Z=7,,-1,-1,-1,,,pocket10_all_atoms,34,preflight,8,pocket,0,ok,,True,,0.058074497316383984,7,7,0,"[9, 10, 11, 12, 13, 14, 15]","[""N"", ""C"", ""O"", ""C"", ""O"", ""C"", ""C""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""C"", ""C""]",6,matched,2,False,1,20,True,True,8,0.6682177186012268,fail,extra_attachments=7,False,extra_attachments=7,1,1,7,False,False,candidate_not_single_fragment
